transaction_id,store_id,date,day_of_week,num_transactions,total_revenue_sar,avg_ticket_sar,burgers_sold,sides_sold,drinks_sold,desserts_sold,lunch_peak_pct,dinner_peak_pct,other_hours_pct,delivery_orders,drive_thru_orders
TXN000246,S001,2024-11-19,Tuesday,307,12997.53,42.34,224,170,278,93,0.419,0.408,0.173,71,84
TXN000247,S002,2024-11-19,Tuesday,300,16495.88,54.99,208,175,276,88,0.42,0.462,0.118,52,84
TXN000248,S003,2024-11-19,Tuesday,246,10335.1,42.01,177,150,202,64,0.364,0.417,0.219,38,57
TXN000249,S004,2024-11-19,Tuesday,270,12359.35,45.78,184,167,227,74,0.41,0.479,0.111,58,56
TXN000250,S005,2024-11-19,Tuesday,398,20184.1,50.71,295,258,370,104,0.411,0.42,0.169,88,112
TXN000251,S001,2024-11-20,Wednesday,301,14605.93,48.52,210,182,252,87,0.382,0.451,0.168,71,63
TXN000252,S002,2024-11-20,Wednesday,321,13021.21,40.56,238,188,302,90,0.35,0.462,0.188,71,87
TXN000253,S003,2024-11-20,Wednesday,237,11443.04,48.28,162,131,208,64,0.38,0.417,0.203,41,67
TXN000254,S004,2024-11-20,Wednesday,275,12803.64,46.56,194,164,234,87,0.353,0.408,0.239,62,67
TXN000255,S005,2024-11-20,Wednesday,310,16167.44,52.15,215,170,292,83,0.398,0.411,0.191,66,66
TXN000256,S001,2024-11-21,Thursday,316,12791.8,40.48,226,181,270,107,0.362,0.432,0.207,57,85
TXN000257,S002,2024-11-21,Thursday,294,14144.25,48.11,211,161,256,77,0.366,0.454,0.18,44,79
TXN000258,S003,2024-11-21,Thursday,262,14347.93,54.76,181,147,212,75,0.401,0.408,0.191,47,75
TXN000259,S004,2024-11-21,Thursday,258,13021.06,50.47,187,145,244,68,0.387,0.401,0.212,55,62
TXN000260,S005,2024-11-21,Thursday,373,17740.48,47.56,248,220,336,125,0.356,0.408,0.236,84,96
TXN000261,S001,2024-11-22,Friday,378,20512.16,54.26,257,213,318,97,0.389,0.448,0.163,79,105
TXN000262,S002,2024-11-22,Friday,473,24576.06,51.96,338,274,415,142,0.402,0.424,0.174,73,137
TXN000263,S003,2024-11-22,Friday,381,17106.04,44.9,251,228,338,115,0.418,0.479,0.103,92,81
TXN000264,S004,2024-11-22,Friday,449,20819.06,46.37,308,277,410,155,0.404,0.401,0.195,70,101
TXN000265,S005,2024-11-22,Friday,422,15280.36,36.21,307,253,377,126,0.379,0.456,0.165,66,107
TXN000266,S001,2024-11-23,Saturday,405,16422.49,40.55,275,243,336,133,0.388,0.431,0.181,86,114
TXN000267,S002,2024-11-23,Saturday,472,17144.13,36.32,339,294,437,120,0.356,0.435,0.209,92,123
TXN000268,S003,2024-11-23,Saturday,316,15747.5,49.83,228,177,286,101,0.361,0.476,0.162,63,87
TXN000269,S004,2024-11-23,Saturday,432,16562.56,38.34,286,271,363,146,0.404,0.402,0.194,99,98
TXN000270,S005,2024-11-23,Saturday,425,20929.75,49.25,300,237,369,121,0.385,0.445,0.17,79,95
TXN000271,S001,2024-11-24,Sunday,246,11433.65,46.48,177,140,215,62,0.41,0.42,0.17,48,58
TXN000272,S002,2024-11-24,Sunday,286,15336.24,53.62,210,173,268,92,0.379,0.426,0.195,54,77
TXN000273,S003,2024-11-24,Sunday,223,8152.38,36.56,153,133,208,59,0.406,0.479,0.115,54,46
TXN000274,S004,2024-11-24,Sunday,286,11624.8,40.65,210,166,252,71,0.364,0.445,0.191,51,75
TXN000275,S005,2024-11-24,Sunday,346,16204.5,46.83,241,217,286,117,0.403,0.42,0.177,52,83
TXN000276,S001,2024-11-25,Monday,257,10775.62,41.93,188,163,242,64,0.396,0.468,0.136,57,54
TXN000277,S002,2024-11-25,Monday,322,12803.8,39.76,225,179,305,103,0.357,0.474,0.17,77,81
TXN000278,S003,2024-11-25,Monday,254,10782.26,42.45,189,141,206,66,0.407,0.406,0.187,52,61
TXN000279,S004,2024-11-25,Monday,330,13112.69,39.74,223,191,303,105,0.401,0.425,0.173,58,68
TXN000280,S005,2024-11-25,Monday,318,16090.4,50.6,225,179,262,94,0.378,0.443,0.179,78,70
TXN000281,S001,2024-11-26,Tuesday,263,10598.94,40.3,174,148,237,87,0.399,0.403,0.198,61,61
TXN000282,S002,2024-11-26,Tuesday,280,11190.03,39.96,191,168,252,77,0.419,0.402,0.178,53,68
TXN000283,S003,2024-11-26,Tuesday,257,10279.24,40.0,178,162,210,64,0.408,0.479,0.113,41,72
TXN000284,S004,2024-11-26,Tuesday,278,13234.45,47.61,198,169,233,92,0.352,0.405,0.243,66,67
TXN000285,S005,2024-11-26,Tuesday,311,16514.58,53.1,227,181,250,92,0.362,0.446,0.192,72,74
TXN000286,S001,2024-11-27,Wednesday,240,11679.42,48.66,160,137,198,66,0.412,0.403,0.185,50,53
TXN000287,S002,2024-11-27,Wednesday,300,12971.95,43.24,211,166,252,79,0.364,0.471,0.165,60,78
TXN000288,S003,2024-11-27,Wednesday,261,13284.1,50.9,195,163,222,79,0.384,0.473,0.143,52,62
TXN000289,S004,2024-11-27,Wednesday,262,10840.92,41.38,176,167,240,67,0.419,0.442,0.138,59,78
TXN000290,S005,2024-11-27,Wednesday,399,14764.07,37.0,285,230,368,136,0.354,0.48,0.166,68,113
TXN000291,S001,2024-11-28,Thursday,304,12797.21,42.1,223,192,251,94,0.406,0.456,0.138,73,61
TXN000292,S002,2024-11-28,Thursday,339,18289.45,53.95,239,205,280,118,0.412,0.439,0.149,61,84
TXN000293,S003,2024-11-28,Thursday,210,8327.02,39.65,141,126,168,71,0.364,0.41,0.225,46,61
TXN000294,S004,2024-11-28,Thursday,319,13229.5,41.47,208,194,299,104,0.409,0.469,0.122,78,75
TXN000295,S005,2024-11-28,Thursday,396,16993.12,42.91,261,229,324,105,0.416,0.463,0.12,97,104
TXN000296,S001,2024-11-29,Friday,353,19194.32,54.37,253,226,324,96,0.391,0.414,0.195,63,94
TXN000297,S002,2024-11-29,Friday,397,19681.92,49.58,295,256,340,138,0.418,0.403,0.18,83,115
TXN000298,S003,2024-11-29,Friday,383,15097.06,39.42,270,246,314,124,0.367,0.479,0.155,63,110
TXN000299,S004,2024-11-29,Friday,355,17458.66,49.18,253,226,307,98,0.367,0.405,0.227,62,74
TXN000300,S005,2024-11-29,Friday,416,17771.0,42.72,300,269,387,124,0.377,0.444,0.18,66,103
TXN000301,S001,2024-11-30,Saturday,434,20840.42,48.02,311,245,351,145,0.371,0.425,0.204,106,90
TXN000302,S002,2024-11-30,Saturday,403,17131.19,42.51,291,243,376,104,0.392,0.449,0.159,79,81
TXN000303,S003,2024-11-30,Saturday,380,14553.98,38.3,280,214,309,102,0.363,0.456,0.181,84,103
TXN000304,S004,2024-11-30,Saturday,377,15317.68,40.63,254,209,333,125,0.361,0.429,0.21,72,86
TXN000305,S005,2024-11-30,Saturday,513,24113.21,47.0,343,283,423,143,0.356,0.468,0.177,92,122
TXN000306,S001,2024-12-01,Sunday,279,13453.6,48.22,183,168,230,94,0.376,0.436,0.188,49,68
TXN000307,S002,2024-12-01,Sunday,293,11828.77,40.37,192,183,263,75,0.374,0.443,0.183,72,75
TXN000308,S003,2024-12-01,Sunday,243,12591.27,51.82,177,143,213,81,0.383,0.471,0.146,48,50
TXN000309,S004,2024-12-01,Sunday,325,16017.99,49.29,227,208,299,103,0.393,0.41,0.197,73,70
TXN000310,S005,2024-12-01,Sunday,400,21777.32,54.44,292,225,345,139,0.38,0.48,0.14,85,113
TXN000311,S001,2024-12-02,Monday,259,13782.97,53.22,192,144,222,75,0.373,0.422,0.205,50,74
TXN000312,S002,2024-12-02,Monday,347,16469.02,47.46,243,205,299,91,0.391,0.461,0.148,84,101
TXN000313,S003,2024-12-02,Monday,244,9032.83,37.02,165,147,207,71,0.377,0.439,0.184,51,49
TXN000314,S004,2024-12-02,Monday,270,10226.8,37.88,191,167,217,91,0.373,0.419,0.208,60,78
TXN000315,S005,2024-12-02,Monday,391,13843.22,35.4,286,226,329,116,0.399,0.408,0.193,92,83
TXN000316,S001,2024-12-03,Tuesday,319,13992.05,43.86,233,184,275,100,0.363,0.417,0.22,74,87
TXN000317,S002,2024-12-03,Tuesday,344,18006.26,52.34,251,206,283,96,0.385,0.411,0.204,80,99
TXN000318,S003,2024-12-03,Tuesday,206,8004.19,38.86,151,130,172,60,0.414,0.456,0.129,36,58
TXN000319,S004,2024-12-03,Tuesday,290,13835.38,47.71,192,160,248,89,0.362,0.47,0.168,60,68
TXN000320,S005,2024-12-03,Tuesday,314,16607.41,52.89,227,194,264,90,0.361,0.446,0.193,77,89
TXN000321,S001,2024-12-04,Wednesday,292,14177.74,48.55,197,172,234,95,0.404,0.401,0.196,70,77
TXN000322,S002,2024-12-04,Wednesday,329,11570.69,35.17,222,207,278,114,0.395,0.434,0.171,61,77
TXN000323,S003,2024-12-04,Wednesday,222,9842.14,44.33,159,140,190,57,0.386,0.453,0.161,52,52
TXN000324,S004,2024-12-04,Wednesday,302,14248.66,47.18,205,169,244,105,0.395,0.469,0.136,53,81
TXN000325,S005,2024-12-04,Wednesday,391,16021.55,40.98,260,244,365,129,0.406,0.448,0.146,84,104
TXN000326,S001,2024-12-05,Thursday,298,14336.19,48.11,223,171,257,86,0.352,0.457,0.191,61,65
TXN000327,S002,2024-12-05,Thursday,341,13451.52,39.45,239,214,319,108,0.386,0.468,0.147,79,98
TXN000328,S003,2024-12-05,Thursday,217,8018.6,36.95,143,124,199,70,0.363,0.454,0.183,39,45
TXN000329,S004,2024-12-05,Thursday,277,13817.92,49.88,188,174,235,76,0.371,0.468,0.161,54,79
TXN000330,S005,2024-12-05,Thursday,358,19291.2,53.89,235,228,313,120,0.377,0.424,0.199,55,102
TXN000331,S001,2024-12-06,Friday,349,13613.07,39.01,241,211,326,103,0.372,0.457,0.171,79,86
TXN000332,S002,2024-12-06,Friday,465,17919.47,38.54,331,255,391,151,0.362,0.461,0.177,92,128
TXN000333,S003,2024-12-06,Friday,294,13903.14,47.29,209,173,277,84,0.353,0.416,0.231,55,59
TXN000334,S004,2024-12-06,Friday,384,19839.2,51.66,256,237,343,105,0.399,0.428,0.174,62,91
TXN000335,S005,2024-12-06,Friday,503,19285.22,38.34,368,291,424,162,0.392,0.427,0.181,120,150
TXN000336,S001,2024-12-07,Saturday,373,19779.32,53.03,255,212,351,127,0.378,0.418,0.203,83,79
TXN000337,S002,2024-12-07,Saturday,479,22414.26,46.79,319,281,429,121,0.411,0.42,0.168,97,98
TXN000338,S003,2024-12-07,Saturday,385,18572.17,48.24,275,212,347,112,0.377,0.444,0.18,76,82
TXN000339,S004,2024-12-07,Saturday,429,20423.07,47.61,291,264,385,118,0.392,0.411,0.197,99,90
TXN000340,S005,2024-12-07,Saturday,522,19499.15,37.35,345,292,433,140,0.368,0.442,0.19,88,141
TXN000341,S001,2024-12-08,Sunday,262,9376.49,35.79,183,149,246,74,0.35,0.454,0.196,63,74
TXN000342,S002,2024-12-08,Sunday,336,12762.25,37.98,221,201,305,87,0.368,0.418,0.214,83,77
TXN000343,S003,2024-12-08,Sunday,237,8768.09,37.0,158,131,199,78,0.372,0.459,0.169,37,65
TXN000344,S004,2024-12-08,Sunday,250,13009.99,52.04,179,141,213,73,0.394,0.47,0.136,39,70
TXN000345,S005,2024-12-08,Sunday,316,13592.91,43.02,235,182,271,105,0.406,0.452,0.142,72,66
TXN000346,S001,2024-12-09,Monday,296,10707.19,36.17,220,167,255,91,0.406,0.454,0.14,49,70
TXN000347,S002,2024-12-09,Monday,306,10886.36,35.58,219,193,289,80,0.414,0.409,0.177,58,62
TXN000348,S003,2024-12-09,Monday,222,9165.22,41.28,159,137,203,68,0.39,0.478,0.132,48,51
TXN000349,S004,2024-12-09,Monday,292,14311.39,49.01,192,179,244,83,0.397,0.431,0.172,68,74
TXN000350,S005,2024-12-09,Monday,401,14472.62,36.09,286,226,371,134,0.411,0.406,0.183,79,89
TXN000351,S001,2024-12-10,Tuesday,319,11486.24,36.01,214,195,274,87,0.382,0.464,0.154,62,91
TXN000352,S002,2024-12-10,Tuesday,314,11735.48,37.37,219,193,256,91,0.389,0.4,0.211,49,81
TXN000353,S003,2024-12-10,Tuesday,248,10190.81,41.09,173,141,223,85,0.375,0.404,0.22,42,60
TXN000354,S004,2024-12-10,Tuesday,295,13981.57,47.4,205,181,267,77,0.403,0.418,0.179,54,83
TXN000355,S005,2024-12-10,Tuesday,398,16254.19,40.84,279,246,321,106,0.36,0.457,0.183,88,83
TXN000356,S001,2024-12-11,Wednesday,289,11199.0,38.75,214,170,251,94,0.4,0.409,0.191,55,84
TXN000357,S002,2024-12-11,Wednesday,352,16465.23,46.78,255,209,316,121,0.359,0.44,0.201,71,72
TXN000358,S003,2024-12-11,Wednesday,271,14031.38,51.78,189,162,254,72,0.39,0.458,0.151,44,64
TXN000359,S004,2024-12-11,Wednesday,298,15690.87,52.65,208,175,282,101,0.403,0.422,0.175,73,88
TXN000360,S005,2024-12-11,Wednesday,345,12995.27,37.67,238,213,314,96,0.399,0.469,0.132,76,101
TXN000361,S001,2024-12-12,Thursday,291,11354.17,39.02,207,168,247,92,0.419,0.452,0.129,71,72
TXN000362,S002,2024-12-12,Thursday,338,14009.3,41.45,223,197,294,103,0.397,0.433,0.17,75,96
TXN000363,S003,2024-12-12,Thursday,224,11635.91,51.95,163,134,180,59,0.397,0.416,0.187,50,48
TXN000364,S004,2024-12-12,Thursday,271,10843.04,40.01,198,167,228,88,0.352,0.465,0.183,43,77
TXN000365,S005,2024-12-12,Thursday,375,19611.31,52.3,271,227,313,123,0.406,0.423,0.171,81,109
TXN000366,S001,2024-12-13,Friday,378,20462.67,54.13,282,219,333,94,0.368,0.45,0.183,86,108
TXN000367,S002,2024-12-13,Friday,492,26189.03,53.23,354,302,449,149,0.392,0.462,0.146,121,112
TXN000368,S003,2024-12-13,Friday,303,14741.91,48.65,202,171,265,87,0.38,0.445,0.175,49,78
TXN000369,S004,2024-12-13,Friday,376,15645.83,41.61,271,212,309,106,0.354,0.475,0.172,79,100
TXN000370,S005,2024-12-13,Friday,488,22669.33,46.45,334,306,413,132,0.363,0.405,0.232,97,117
TXN000371,S001,2024-12-14,Saturday,396,14588.21,36.84,266,226,336,113,0.365,0.46,0.174,80,118
TXN000372,S002,2024-12-14,Saturday,491,26819.73,54.62,319,302,425,167,0.393,0.45,0.157,120,131
TXN000373,S003,2024-12-14,Saturday,317,16902.01,53.32,236,186,279,88,0.414,0.466,0.12,59,88
TXN000374,S004,2024-12-14,Saturday,399,14314.94,35.88,295,227,349,137,0.362,0.477,0.162,81,80
TXN000375,S005,2024-12-14,Saturday,426,20621.26,48.41,309,271,367,110,0.388,0.456,0.156,105,118
TXN000376,S001,2024-12-15,Sunday,292,15708.15,53.8,211,165,253,82,0.356,0.404,0.24,66,74
TXN000377,S002,2024-12-15,Sunday,327,12933.8,39.55,221,192,292,95,0.351,0.454,0.195,66,86
TXN000378,S003,2024-12-15,Sunday,248,12429.56,50.12,175,153,201,85,0.357,0.463,0.18,44,51
TXN000379,S004,2024-12-15,Sunday,313,13694.85,43.75,215,192,272,94,0.36,0.431,0.209,71,79
TXN000380,S005,2024-12-15,Sunday,398,15076.84,37.88,285,255,365,128,0.376,0.476,0.148,81,101
TXN000381,S001,2024-12-16,Monday,248,8704.95,35.1,175,149,233,69,0.402,0.472,0.125,45,59
TXN000382,S002,2024-12-16,Monday,334,15113.85,45.25,222,191,309,89,0.363,0.464,0.173,78,95
TXN000383,S003,2024-12-16,Monday,271,14874.18,54.89,188,163,228,69,0.357,0.458,0.185,53,63
TXN000384,S004,2024-12-16,Monday,257,12364.13,48.11,169,157,240,72,0.382,0.449,0.169,46,66
TXN000385,S005,2024-12-16,Monday,356,15055.19,42.29,242,211,285,97,0.366,0.459,0.175,68,101
TXN000386,S001,2024-12-17,Tuesday,249,12365.2,49.66,183,148,212,69,0.389,0.414,0.197,52,70
TXN000387,S002,2024-12-17,Tuesday,354,13381.21,37.8,249,204,330,91,0.355,0.401,0.243,71,71
TXN000388,S003,2024-12-17,Tuesday,245,10560.16,43.1,173,156,216,74,0.42,0.438,0.142,55,57
TXN000389,S004,2024-12-17,Tuesday,265,13367.37,50.44,191,153,230,79,0.378,0.44,0.182,57,75
TXN000390,S005,2024-12-17,Tuesday,382,18061.23,47.28,254,229,331,102,0.416,0.453,0.131,94,104
TXN000391,S001,2024-12-18,Wednesday,278,11724.9,42.18,186,166,225,79,0.353,0.417,0.23,66,65
TXN000392,S002,2024-12-18,Wednesday,317,13977.44,44.09,207,205,269,101,0.386,0.466,0.147,74,71
TXN000393,S003,2024-12-18,Wednesday,243,9349.91,38.48,173,142,218,81,0.386,0.43,0.184,58,61
TXN000394,S004,2024-12-18,Wednesday,277,14502.17,52.35,193,165,246,83,0.36,0.413,0.227,43,73
TXN000395,S005,2024-12-18,Wednesday,319,12357.46,38.74,218,198,260,87,0.407,0.458,0.136,63,79
TXN000396,S001,2024-12-19,Thursday,255,9747.36,38.22,187,140,205,78,0.361,0.45,0.188,39,65
TXN000397,S002,2024-12-19,Thursday,277,11125.76,40.17,185,178,246,84,0.351,0.458,0.191,59,63
TXN000398,S003,2024-12-19,Thursday,210,9236.65,43.98,157,133,173,69,0.392,0.464,0.144,48,45
TXN000399,S004,2024-12-19,Thursday,303,12208.0,40.29,218,177,263,93,0.366,0.431,0.203,48,66
TXN000400,S005,2024-12-19,Thursday,387,17448.74,45.09,267,218,315,115,0.393,0.403,0.204,88,96
TXN000401,S001,2024-12-20,Friday,347,15491.75,44.64,230,211,320,117,0.404,0.452,0.144,70,82
TXN000402,S002,2024-12-20,Friday,386,17600.18,45.6,259,243,354,111,0.391,0.459,0.149,87,104
TXN000403,S003,2024-12-20,Friday,295,11114.91,37.68,205,169,274,82,0.411,0.433,0.156,49,79
TXN000404,S004,2024-12-20,Friday,441,20532.85,46.56,291,242,396,140,0.372,0.429,0.199,72,116
TXN000405,S005,2024-12-20,Friday,453,23601.09,52.1,313,265,381,144,0.403,0.433,0.164,103,112
TXN000406,S001,2024-12-21,Saturday,376,17332.93,46.1,253,218,320,120,0.402,0.468,0.13,81,103
TXN000407,S002,2024-12-21,Saturday,440,21553.94,48.99,293,251,378,124,0.389,0.456,0.156,97,95
TXN000408,S003,2024-12-21,Saturday,382,13410.42,35.11,251,215,358,112,0.354,0.418,0.228,60,77
TXN000409,S004,2024-12-21,Saturday,391,21383.38,54.69,278,235,354,121,0.416,0.466,0.118,83,95
TXN000410,S005,2024-12-21,Saturday,446,21469.41,48.14,325,258,359,138,0.386,0.419,0.195,74,90
TXN000411,S001,2024-12-22,Sunday,258,9031.48,35.01,171,167,236,73,0.378,0.447,0.175,52,70
TXN000412,S002,2024-12-22,Sunday,278,10231.32,36.8,188,175,260,79,0.417,0.422,0.16,58,61
TXN000413,S003,2024-12-22,Sunday,270,12554.5,46.5,182,159,220,69,0.371,0.476,0.154,62,79
TXN000414,S004,2024-12-22,Sunday,322,16506.67,51.26,227,199,304,98,0.404,0.461,0.136,79,79
TXN000415,S005,2024-12-22,Sunday,345,16124.1,46.74,225,193,279,108,0.42,0.454,0.126,59,79
TXN000416,S001,2024-12-23,Monday,318,14414.97,45.33,207,201,266,82,0.397,0.466,0.137,50,93
TXN000417,S002,2024-12-23,Monday,317,13336.43,42.07,234,182,298,100,0.414,0.44,0.146,53,86
TXN000418,S003,2024-12-23,Monday,266,10410.06,39.14,178,152,237,70,0.357,0.474,0.169,57,70
TXN000419,S004,2024-12-23,Monday,299,15035.18,50.28,210,165,260,93,0.384,0.479,0.137,71,85
TXN000420,S005,2024-12-23,Monday,349,19086.07,54.69,258,201,290,107,0.354,0.464,0.182,69,88
TXN000421,S001,2024-12-24,Tuesday,280,12004.81,42.87,201,158,265,89,0.382,0.455,0.163,42,61
TXN000422,S002,2024-12-24,Tuesday,327,13573.35,41.51,232,188,288,89,0.383,0.449,0.168,61,81
TXN000423,S003,2024-12-24,Tuesday,219,10734.12,49.01,150,139,184,58,0.359,0.446,0.195,37,45
TXN000424,S004,2024-12-24,Tuesday,269,10683.63,39.72,186,158,221,93,0.36,0.464,0.175,45,67
TXN000425,S005,2024-12-24,Tuesday,402,20899.09,51.99,282,250,368,112,0.389,0.445,0.165,76,108
TXN000426,S001,2024-12-25,Wednesday,243,12460.16,51.28,169,148,210,68,0.375,0.445,0.18,59,54
TXN000427,S002,2024-12-25,Wednesday,273,10216.96,37.42,201,176,226,83,0.395,0.414,0.191,62,64
TXN000428,S003,2024-12-25,Wednesday,252,11276.97,44.75,182,161,216,70,0.394,0.412,0.194,42,70
TXN000429,S004,2024-12-25,Wednesday,275,13097.0,47.63,194,174,222,73,0.366,0.425,0.209,49,62
TXN000430,S005,2024-12-25,Wednesday,365,14755.11,40.42,253,232,311,112,0.418,0.433,0.149,61,73
TXN000431,S001,2024-12-26,Thursday,299,14423.89,48.24,222,185,242,79,0.357,0.405,0.238,71,76
TXN000432,S002,2024-12-26,Thursday,274,11765.63,42.94,199,152,229,72,0.396,0.471,0.133,49,61
TXN000433,S003,2024-12-26,Thursday,224,10646.63,47.53,148,141,180,70,0.41,0.426,0.164,44,66
TXN000434,S004,2024-12-26,Thursday,293,11851.35,40.45,203,189,265,78,0.392,0.45,0.158,62,75
TXN000435,S005,2024-12-26,Thursday,352,16822.28,47.79,239,205,310,116,0.381,0.429,0.19,61,81
TXN000436,S001,2024-12-27,Friday,333,17085.43,51.31,244,194,289,83,0.415,0.476,0.11,65,66
TXN000437,S002,2024-12-27,Friday,438,17896.0,40.86,294,241,374,127,0.389,0.432,0.179,72,119
TXN000438,S003,2024-12-27,Friday,324,13791.76,42.57,219,191,270,105,0.414,0.465,0.122,70,74
TXN000439,S004,2024-12-27,Friday,435,22261.64,51.18,300,276,359,121,0.395,0.449,0.156,77,114
TXN000440,S005,2024-12-27,Friday,444,15712.23,35.39,290,267,367,115,0.369,0.457,0.174,98,99
TXN000441,S001,2024-12-28,Saturday,350,15705.06,44.87,239,203,321,122,0.382,0.463,0.154,64,99
TXN000442,S002,2024-12-28,Saturday,508,18349.35,36.12,369,283,442,136,0.409,0.465,0.126,118,107
TXN000443,S003,2024-12-28,Saturday,363,14512.47,39.98,263,215,330,91,0.382,0.462,0.156,73,108
TXN000444,S004,2024-12-28,Saturday,402,19548.8,48.63,273,234,359,102,0.416,0.442,0.143,70,106
TXN000445,S005,2024-12-28,Saturday,445,23473.92,52.75,327,254,363,139,0.373,0.413,0.214,79,94
TXN000446,S001,2024-12-29,Sunday,304,10694.29,35.18,198,191,264,94,0.376,0.407,0.217,50,63
TXN000447,S002,2024-12-29,Sunday,331,17747.22,53.62,248,202,267,104,0.399,0.463,0.138,53,73
TXN000448,S003,2024-12-29,Sunday,274,13911.32,50.77,198,172,237,73,0.398,0.429,0.173,44,79
TXN000449,S004,2024-12-29,Sunday,288,12600.0,43.75,195,178,238,77,0.374,0.459,0.167,51,81
TXN000450,S005,2024-12-29,Sunday,393,18113.53,46.09,258,222,331,108,0.376,0.4,0.224,84,93
