pricing_id,competitor_id,competitor_name,product_name,category,date,regular_price_sar,promo_price_sar,on_promotion,competitor_type
PRICE00267,COMP005,Kudu,Regular Fries,SIDES,2024-10-31,7.37,,NO,Local Chain
PRICE00268,COMP005,Kudu,Regular Fries,SIDES,2024-11-15,7.49,,NO,Local Chain
PRICE00269,COMP005,Kudu,Regular Fries,SIDES,2024-11-30,7.0,,NO,Local Chain
PRICE00270,COMP005,Kudu,Regular Fries,SIDES,2024-12-15,7.54,6.41,YES,Local Chain
PRICE00271,COMP005,Kudu,Large Fries,SIDES,2024-10-01,11.41,,NO,Local Chain
PRICE00272,COMP005,Kudu,Large Fries,SIDES,2024-10-16,10.41,8.85,YES,Local Chain
PRICE00273,COMP005,Kudu,Large Fries,SIDES,2024-10-31,10.7,,NO,Local Chain
PRICE00274,COMP005,Kudu,Large Fries,SIDES,2024-11-15,11.61,,NO,Local Chain
PRICE00275,COMP005,Kudu,Large Fries,SIDES,2024-11-30,11.26,9.57,YES,Local Chain
PRICE00276,COMP005,Kudu,Large Fries,SIDES,2024-12-15,11.23,,NO,Local Chain
PRICE00277,COMP005,Kudu,Soft Drink Regular,BEVERAGE,2024-10-01,5.2,,NO,Local Chain
PRICE00278,COMP005,Kudu,Soft Drink Regular,BEVERAGE,2024-10-16,5.73,,NO,Local Chain
PRICE00279,COMP005,Kudu,Soft Drink Regular,BEVERAGE,2024-10-31,5.21,,NO,Local Chain
PRICE00280,COMP005,Kudu,Soft Drink Regular,BEVERAGE,2024-11-15,5.68,,NO,Local Chain
PRICE00281,COMP005,Kudu,Soft Drink Regular,BEVERAGE,2024-11-30,5.43,,NO,Local Chain
PRICE00282,COMP005,Kudu,Soft Drink Regular,BEVERAGE,2024-12-15,5.49,,NO,Local Chain
PRICE00283,COMP005,Kudu,Soft Drink Large,BEVERAGE,2024-10-01,8.59,,NO,Local Chain
PRICE00284,COMP005,Kudu,Soft Drink Large,BEVERAGE,2024-10-16,7.81,,NO,Local Chain
PRICE00285,COMP005,Kudu,Soft Drink Large,BEVERAGE,2024-10-31,8.36,,NO,Local Chain
PRICE00286,COMP005,Kudu,Soft Drink Large,BEVERAGE,2024-11-15,8.44,,NO,Local Chain
PRICE00287,COMP005,Kudu,Soft Drink Large,BEVERAGE,2024-11-30,8.47,,NO,Local Chain
PRICE00288,COMP005,Kudu,Soft Drink Large,BEVERAGE,2024-12-15,7.98,,NO,Local Chain
PRICE00289,COMP005,Kudu,Combo Meal,COMBO,2024-10-01,34.88,,NO,Local Chain
PRICE00290,COMP005,Kudu,Combo Meal,COMBO,2024-10-16,34.43,,NO,Local Chain
PRICE00291,COMP005,Kudu,Combo Meal,COMBO,2024-10-31,33.68,,NO,Local Chain
PRICE00292,COMP005,Kudu,Combo Meal,COMBO,2024-11-15,36.18,30.75,YES,Local Chain
PRICE00293,COMP005,Kudu,Combo Meal,COMBO,2024-11-30,36.41,,NO,Local Chain
PRICE00294,COMP005,Kudu,Combo Meal,COMBO,2024-12-15,34.56,,NO,Local Chain
PRICE00295,COMP005,Kudu,Family Meal,COMBO,2024-10-01,85.44,72.62,YES,Local Chain
PRICE00296,COMP005,Kudu,Family Meal,COMBO,2024-10-16,90.68,,NO,Local Chain
PRICE00297,COMP005,Kudu,Family Meal,COMBO,2024-10-31,83.58,,NO,Local Chain
PRICE00298,COMP005,Kudu,Family Meal,COMBO,2024-11-15,85.01,,NO,Local Chain
PRICE00299,COMP005,Kudu,Family Meal,COMBO,2024-11-30,89.02,,NO,Local Chain
PRICE00300,COMP005,Kudu,Family Meal,COMBO,2024-12-15,81.34,,NO,Local Chain
PRICE00301,COMP006,Herfy,Signature Burger,BURGER,2024-10-01,24.22,,NO,Local Chain
PRICE00302,COMP006,Herfy,Signature Burger,BURGER,2024-10-16,25.54,,NO,Local Chain
PRICE00303,COMP006,Herfy,Signature Burger,BURGER,2024-10-31,26.2,,NO,Local Chain
PRICE00304,COMP006,Herfy,Signature Burger,BURGER,2024-11-15,25.55,,NO,Local Chain
PRICE00305,COMP006,Herfy,Signature Burger,BURGER,2024-11-30,24.24,,NO,Local Chain
PRICE00306,COMP006,Herfy,Signature Burger,BURGER,2024-12-15,26.21,,NO,Local Chain
PRICE00307,COMP006,Herfy,Value Burger,BURGER,2024-10-01,16.61,,NO,Local Chain
PRICE00308,COMP006,Herfy,Value Burger,BURGER,2024-10-16,16.51,,NO,Local Chain
PRICE00309,COMP006,Herfy,Value Burger,BURGER,2024-10-31,16.96,,NO,Local Chain
PRICE00310,COMP006,Herfy,Value Burger,BURGER,2024-11-15,16.87,,NO,Local Chain
PRICE00311,COMP006,Herfy,Value Burger,BURGER,2024-11-30,15.92,13.53,YES,Local Chain
PRICE00312,COMP006,Herfy,Value Burger,BURGER,2024-12-15,15.8,13.43,YES,Local Chain
PRICE00313,COMP006,Herfy,Premium Burger,BURGER,2024-10-01,38.54,,NO,Local Chain
PRICE00314,COMP006,Herfy,Premium Burger,BURGER,2024-10-16,36.82,,NO,Local Chain
PRICE00315,COMP006,Herfy,Premium Burger,BURGER,2024-10-31,38.29,,NO,Local Chain
PRICE00316,COMP006,Herfy,Premium Burger,BURGER,2024-11-15,40.71,,NO,Local Chain
PRICE00317,COMP006,Herfy,Premium Burger,BURGER,2024-11-30,37.3,31.7,YES,Local Chain
PRICE00318,COMP006,Herfy,Premium Burger,BURGER,2024-12-15,36.86,,NO,Local Chain
PRICE00319,COMP006,Herfy,Chicken Burger,BURGER,2024-10-01,21.9,18.61,YES,Local Chain
PRICE00320,COMP006,Herfy,Chicken Burger,BURGER,2024-10-16,22.94,,NO,Local Chain
PRICE00321,COMP006,Herfy,Chicken Burger,BURGER,2024-10-31,24.22,,NO,Local Chain
PRICE00322,COMP006,Herfy,Chicken Burger,BURGER,2024-11-15,23.41,19.9,YES,Local Chain
PRICE00323,COMP006,Herfy,Chicken Burger,BURGER,2024-11-30,23.92,,NO,Local Chain
PRICE00324,COMP006,Herfy,Chicken Burger,BURGER,2024-12-15,23.93,,NO,Local Chain
PRICE00325,COMP006,Herfy,Regular Fries,SIDES,2024-10-01,7.28,,NO,Local Chain
PRICE00326,COMP006,Herfy,Regular Fries,SIDES,2024-10-16,7.01,5.96,YES,Local Chain
PRICE00327,COMP006,Herfy,Regular Fries,SIDES,2024-10-31,7.72,,NO,Local Chain
PRICE00328,COMP006,Herfy,Regular Fries,SIDES,2024-11-15,7.61,,NO,Local Chain
PRICE00329,COMP006,Herfy,Regular Fries,SIDES,2024-11-30,6.91,,NO,Local Chain
PRICE00330,COMP006,Herfy,Regular Fries,SIDES,2024-12-15,6.89,5.86,YES,Local Chain
PRICE00331,COMP006,Herfy,Large Fries,SIDES,2024-10-01,11.05,,NO,Local Chain
PRICE00332,COMP006,Herfy,Large Fries,SIDES,2024-10-16,11.66,9.91,YES,Local Chain
PRICE00333,COMP006,Herfy,Large Fries,SIDES,2024-10-31,11.33,,NO,Local Chain
PRICE00334,COMP006,Herfy,Large Fries,SIDES,2024-11-15,11.37,,NO,Local Chain
PRICE00335,COMP006,Herfy,Large Fries,SIDES,2024-11-30,10.99,,NO,Local Chain
PRICE00336,COMP006,Herfy,Large Fries,SIDES,2024-12-15,10.88,,NO,Local Chain
PRICE00337,COMP006,Herfy,Soft Drink Regular,BEVERAGE,2024-10-01,5.83,,NO,Local Chain
PRICE00338,COMP006,Herfy,Soft Drink Regular,BEVERAGE,2024-10-16,5.57,,NO,Local Chain
PRICE00339,COMP006,Herfy,Soft Drink Regular,BEVERAGE,2024-10-31,5.65,,NO,Local Chain
PRICE00340,COMP006,Herfy,Soft Drink Regular,BEVERAGE,2024-11-15,5.28,,NO,Local Chain
PRICE00341,COMP006,Herfy,Soft Drink Regular,BEVERAGE,2024-11-30,5.59,,NO,Local Chain
PRICE00342,COMP006,Herfy,Soft Drink Regular,BEVERAGE,2024-12-15,5.25,4.46,YES,Local Chain
PRICE00343,COMP006,Herfy,Soft Drink Large,BEVERAGE,2024-10-01,7.7,,NO,Local Chain
PRICE00344,COMP006,Herfy,Soft Drink Large,BEVERAGE,2024-10-16,8.32,,NO,Local Chain
PRICE00345,COMP006,Herfy,Soft Drink Large,BEVERAGE,2024-10-31,7.94,,NO,Local Chain
PRICE00346,COMP006,Herfy,Soft Drink Large,BEVERAGE,2024-11-15,8.44,,NO,Local Chain
PRICE00347,COMP006,Herfy,Soft Drink Large,BEVERAGE,2024-11-30,8.42,,NO,Local Chain
PRICE00348,COMP006,Herfy,Soft Drink Large,BEVERAGE,2024-12-15,8.52,,NO,Local Chain
PRICE00349,COMP006,Herfy,Combo Meal,COMBO,2024-10-01,35.43,,NO,Local Chain
PRICE00350,COMP006,Herfy,Combo Meal,COMBO,2024-10-16,34.38,,NO,Local Chain
PRICE00351,COMP006,Herfy,Combo Meal,COMBO,2024-10-31,35.37,,NO,Local Chain
PRICE00352,COMP006,Herfy,Combo Meal,COMBO,2024-11-15,36.17,30.74,YES,Local Chain
PRICE00353,COMP006,Herfy,Combo Meal,COMBO,2024-11-30,33.23,,NO,Local Chain
PRICE00354,COMP006,Herfy,Combo Meal,COMBO,2024-12-15,35.82,,NO,Local Chain
PRICE00355,COMP006,Herfy,Family Meal,COMBO,2024-10-01,84.43,71.77,YES,Local Chain
PRICE00356,COMP006,Herfy,Family Meal,COMBO,2024-10-16,88.88,,NO,Local Chain
PRICE00357,COMP006,Herfy,Family Meal,COMBO,2024-10-31,91.7,,NO,Local Chain
PRICE00358,COMP006,Herfy,Family Meal,COMBO,2024-11-15,86.71,73.7,YES,Local Chain
PRICE00359,COMP006,Herfy,Family Meal,COMBO,2024-11-30,81.67,,NO,Local Chain
PRICE00360,COMP006,Herfy,Family Meal,COMBO,2024-12-15,84.81,,NO,Local Chain
