inventory_id,store_id,product_id,product_name,category,date,current_stock,unit,reorder_point,max_capacity,days_on_hand,stock_status,unit_cost_sar
INV000241,S002,P001,Beef Burger Patty,RAW_MATERIAL,2024-10-19,277,kg,70,463,6.6,NORMAL,15
INV000242,S002,P002,Chicken Breast,RAW_MATERIAL,2024-10-19,380,kg,110,730,5.7,NORMAL,12
INV000243,S002,P003,Burger Buns,RAW_MATERIAL,2024-10-19,335,units,81,537,6.9,NORMAL,0.5
INV000244,S002,P004,French Fries,RAW_MATERIAL,2024-10-19,339,kg,85,562,6.6,NORMAL,8
INV000245,S002,P005,Lettuce,RAW_MATERIAL,2024-10-19,406,kg,116,768,5.8,NORMAL,5
INV000246,S002,P006,Tomatoes,RAW_MATERIAL,2024-10-19,251,kg,80,531,5.2,NORMAL,4
INV000247,S002,P007,Cheese Slices,RAW_MATERIAL,2024-10-19,232,units,59,394,6.5,NORMAL,0.3
INV000248,S002,P008,Soft Drink Syrup,RAW_MATERIAL,2024-10-19,249,liters,80,528,5.2,NORMAL,25
INV000249,S002,P009,Cooking Oil,RAW_MATERIAL,2024-10-19,382,liters,90,598,7.0,NORMAL,18
INV000250,S002,P010,Ice Cream Mix,RAW_MATERIAL,2024-10-19,173,liters,60,397,4.8,NORMAL,20
INV000251,S002,P011,Packaging Boxes,PACKAGING,2024-10-19,263,units,79,524,5.5,NORMAL,0.8
INV000252,S002,P012,Paper Cups,PACKAGING,2024-10-19,269,units,69,458,6.5,NORMAL,0.15
INV000253,S002,P013,Plastic Cutlery Sets,PACKAGING,2024-10-19,195,units,58,382,5.6,NORMAL,0.1
INV000254,S002,P014,Napkins,PACKAGING,2024-10-19,331,packs,92,608,6.0,NORMAL,2.5
INV000255,S002,P015,Ketchup Sachets,CONDIMENTS,2024-10-19,283,units,103,679,4.6,NORMAL,0.05
INV000256,S003,P001,Beef Burger Patty,RAW_MATERIAL,2024-10-19,250,kg,103,498,4.0,NORMAL,15
INV000257,S003,P002,Chicken Breast,RAW_MATERIAL,2024-10-19,390,kg,124,598,5.2,NORMAL,12
INV000258,S003,P003,Burger Buns,RAW_MATERIAL,2024-10-19,158,units,52,252,5.0,NORMAL,0.5
INV000259,S003,P004,French Fries,RAW_MATERIAL,2024-10-19,297,kg,123,592,4.0,NORMAL,8
INV000260,S003,P005,Lettuce,RAW_MATERIAL,2024-10-19,158,kg,50,243,5.2,NORMAL,5
INV000261,S003,P006,Tomatoes,RAW_MATERIAL,2024-10-19,253,kg,88,422,4.8,NORMAL,4
INV000262,S003,P007,Cheese Slices,RAW_MATERIAL,2024-10-19,270,units,103,496,4.3,NORMAL,0.3
INV000263,S003,P008,Soft Drink Syrup,RAW_MATERIAL,2024-10-19,352,liters,119,574,4.9,NORMAL,25
INV000264,S003,P009,Cooking Oil,RAW_MATERIAL,2024-10-19,198,liters,78,374,4.2,NORMAL,18
INV000265,S003,P010,Ice Cream Mix,RAW_MATERIAL,2024-10-19,209,liters,84,406,4.1,NORMAL,20
INV000266,S003,P011,Packaging Boxes,PACKAGING,2024-10-19,129,units,53,256,4.0,NORMAL,0.8
INV000267,S003,P012,Paper Cups,PACKAGING,2024-10-19,289,units,101,488,4.7,NORMAL,0.15
INV000268,S003,P013,Plastic Cutlery Sets,PACKAGING,2024-10-19,339,units,109,526,5.1,NORMAL,0.1
INV000269,S003,P014,Napkins,PACKAGING,2024-10-19,231,packs,118,567,3.3,NORMAL,2.5
INV000270,S003,P015,Ketchup Sachets,CONDIMENTS,2024-10-19,268,units,100,481,4.5,NORMAL,0.05
INV000271,S004,P001,Beef Burger Patty,RAW_MATERIAL,2024-10-19,134,kg,53,319,4.2,NORMAL,15
INV000272,S004,P002,Chicken Breast,RAW_MATERIAL,2024-10-19,274,kg,104,628,4.4,NORMAL,12
INV000273,S004,P003,Burger Buns,RAW_MATERIAL,2024-10-19,293,units,109,654,4.5,NORMAL,0.5
INV000274,S004,P004,French Fries,RAW_MATERIAL,2024-10-19,250,kg,83,499,5.0,NORMAL,8
INV000275,S004,P005,Lettuce,RAW_MATERIAL,2024-10-19,240,kg,77,462,5.2,NORMAL,5
INV000276,S004,P006,Tomatoes,RAW_MATERIAL,2024-10-19,336,kg,93,558,6.0,NORMAL,4
INV000277,S004,P007,Cheese Slices,RAW_MATERIAL,2024-10-19,280,units,98,591,4.7,NORMAL,0.3
INV000278,S004,P008,Soft Drink Syrup,RAW_MATERIAL,2024-10-19,290,liters,103,622,4.7,NORMAL,25
INV000279,S004,P009,Cooking Oil,RAW_MATERIAL,2024-10-19,189,liters,60,361,5.2,NORMAL,18
INV000280,S004,P010,Ice Cream Mix,RAW_MATERIAL,2024-10-19,295,liters,119,714,4.1,NORMAL,20
INV000281,S004,P011,Packaging Boxes,PACKAGING,2024-10-19,261,units,94,568,4.6,NORMAL,0.8
INV000282,S004,P012,Paper Cups,PACKAGING,2024-10-19,214,units,58,352,6.1,NORMAL,0.15
INV000283,S004,P013,Plastic Cutlery Sets,PACKAGING,2024-10-19,198,units,55,330,6.0,NORMAL,0.1
INV000284,S004,P014,Napkins,PACKAGING,2024-10-19,221,packs,81,489,4.5,NORMAL,2.5
INV000285,S004,P015,Ketchup Sachets,CONDIMENTS,2024-10-19,178,units,52,315,5.7,NORMAL,0.05
INV000286,S005,P001,Beef Burger Patty,RAW_MATERIAL,2024-10-19,251,kg,80,579,5.2,NORMAL,15
INV000287,S005,P002,Chicken Breast,RAW_MATERIAL,2024-10-19,255,kg,64,464,6.6,NORMAL,12
INV000288,S005,P003,Burger Buns,RAW_MATERIAL,2024-10-19,293,units,77,559,6.3,NORMAL,0.5
INV000289,S005,P004,French Fries,RAW_MATERIAL,2024-10-19,360,kg,82,595,7.3,NORMAL,8
INV000290,S005,P005,Lettuce,RAW_MATERIAL,2024-10-19,288,kg,71,513,6.7,NORMAL,5
INV000291,S005,P006,Tomatoes,RAW_MATERIAL,2024-10-19,282,kg,64,464,7.3,NORMAL,4
INV000292,S005,P007,Cheese Slices,RAW_MATERIAL,2024-10-19,334,units,70,509,7.9,NORMAL,0.3
INV000293,S005,P008,Soft Drink Syrup,RAW_MATERIAL,2024-10-19,254,liters,63,459,6.6,NORMAL,25
INV000294,S005,P009,Cooking Oil,RAW_MATERIAL,2024-10-19,357,liters,89,646,6.6,NORMAL,18
INV000295,S005,P010,Ice Cream Mix,RAW_MATERIAL,2024-10-19,356,liters,98,705,6.1,NORMAL,20
INV000296,S005,P011,Packaging Boxes,PACKAGING,2024-10-19,227,units,75,541,5.0,NORMAL,0.8
INV000297,S005,P012,Paper Cups,PACKAGING,2024-10-19,249,units,81,583,5.1,NORMAL,0.15
INV000298,S005,P013,Plastic Cutlery Sets,PACKAGING,2024-10-19,399,units,88,637,7.5,NORMAL,0.1
INV000299,S005,P014,Napkins,PACKAGING,2024-10-19,287,packs,65,469,7.3,NORMAL,2.5
INV000300,S005,P015,Ketchup Sachets,CONDIMENTS,2024-10-19,535,units,122,880,7.3,NORMAL,0.05
INV000301,S001,P001,Beef Burger Patty,RAW_MATERIAL,2024-10-25,275,kg,94,508,4.9,NORMAL,15
INV000302,S001,P002,Chicken Breast,RAW_MATERIAL,2024-10-25,219,kg,97,525,3.8,NORMAL,12
INV000303,S001,P003,Burger Buns,RAW_MATERIAL,2024-10-25,203,units,93,504,3.6,NORMAL,0.5
INV000304,S001,P004,French Fries,RAW_MATERIAL,2024-10-25,346,kg,103,560,5.6,NORMAL,8
INV000305,S001,P005,Lettuce,RAW_MATERIAL,2024-10-25,176,kg,63,342,4.6,NORMAL,5
INV000306,S001,P006,Tomatoes,RAW_MATERIAL,2024-10-25,295,kg,96,519,5.1,NORMAL,4
INV000307,S001,P007,Cheese Slices,RAW_MATERIAL,2024-10-25,345,units,108,587,5.3,NORMAL,0.3
INV000308,S001,P008,Soft Drink Syrup,RAW_MATERIAL,2024-10-25,254,liters,105,569,4.0,NORMAL,25
INV000309,S001,P009,Cooking Oil,RAW_MATERIAL,2024-10-25,414,liters,116,630,5.9,NORMAL,18
INV000310,S001,P010,Ice Cream Mix,RAW_MATERIAL,2024-10-25,257,liters,84,456,5.1,NORMAL,20
INV000311,S001,P011,Packaging Boxes,PACKAGING,2024-10-25,388,units,118,641,5.4,NORMAL,0.8
INV000312,S001,P012,Paper Cups,PACKAGING,2024-10-25,305,units,109,591,4.6,NORMAL,0.15
INV000313,S001,P013,Plastic Cutlery Sets,PACKAGING,2024-10-25,221,units,84,454,4.4,NORMAL,0.1
INV000314,S001,P014,Napkins,PACKAGING,2024-10-25,272,packs,81,438,5.6,NORMAL,2.5
INV000315,S001,P015,Ketchup Sachets,CONDIMENTS,2024-10-25,156,units,61,329,4.3,NORMAL,0.05
INV000316,S002,P001,Beef Burger Patty,RAW_MATERIAL,2024-10-25,329,kg,107,709,5.1,NORMAL,15
INV000317,S002,P002,Chicken Breast,RAW_MATERIAL,2024-10-25,397,kg,109,721,6.1,NORMAL,12
INV000318,S002,P003,Burger Buns,RAW_MATERIAL,2024-10-25,318,units,98,650,5.4,NORMAL,0.5
INV000319,S002,P004,French Fries,RAW_MATERIAL,2024-10-25,468,kg,113,747,6.9,NORMAL,8
INV000320,S002,P005,Lettuce,RAW_MATERIAL,2024-10-25,256,kg,73,483,5.8,NORMAL,5
INV000321,S002,P006,Tomatoes,RAW_MATERIAL,2024-10-25,385,kg,95,628,6.7,NORMAL,4
INV000322,S002,P007,Cheese Slices,RAW_MATERIAL,2024-10-25,292,units,93,617,5.2,NORMAL,0.3
INV000323,S002,P008,Soft Drink Syrup,RAW_MATERIAL,2024-10-25,308,liters,85,562,6.0,NORMAL,25
INV000324,S002,P009,Cooking Oil,RAW_MATERIAL,2024-10-25,499,liters,116,765,7.2,NORMAL,18
INV000325,S002,P010,Ice Cream Mix,RAW_MATERIAL,2024-10-25,186,liters,60,400,5.1,NORMAL,20
INV000326,S002,P011,Packaging Boxes,PACKAGING,2024-10-25,356,units,102,673,5.8,NORMAL,0.8
INV000327,S002,P012,Paper Cups,PACKAGING,2024-10-25,311,units,80,532,6.4,NORMAL,0.15
INV000328,S002,P013,Plastic Cutlery Sets,PACKAGING,2024-10-25,386,units,112,744,5.7,NORMAL,0.1
INV000329,S002,P014,Napkins,PACKAGING,2024-10-25,145,packs,52,343,4.6,NORMAL,2.5
INV000330,S002,P015,Ketchup Sachets,CONDIMENTS,2024-10-25,262,units,78,516,5.6,NORMAL,0.05
INV000331,S003,P001,Beef Burger Patty,RAW_MATERIAL,2024-10-25,187,kg,81,388,3.8,NORMAL,15
INV000332,S003,P002,Chicken Breast,RAW_MATERIAL,2024-10-25,297,kg,124,596,4.0,NORMAL,12
INV000333,S003,P003,Burger Buns,RAW_MATERIAL,2024-10-25,313,units,120,579,4.3,NORMAL,0.5
INV000334,S003,P004,French Fries,RAW_MATERIAL,2024-10-25,333,kg,104,500,5.3,NORMAL,8
INV000335,S003,P005,Lettuce,RAW_MATERIAL,2024-10-25,281,kg,120,577,3.9,NORMAL,5
INV000336,S003,P006,Tomatoes,RAW_MATERIAL,2024-10-25,244,kg,108,518,3.8,NORMAL,4
INV000337,S003,P007,Cheese Slices,RAW_MATERIAL,2024-10-25,181,units,82,393,3.7,NORMAL,0.3
INV000338,S003,P008,Soft Drink Syrup,RAW_MATERIAL,2024-10-25,173,liters,74,357,3.9,NORMAL,25
INV000339,S003,P009,Cooking Oil,RAW_MATERIAL,2024-10-25,371,liters,118,568,5.2,NORMAL,18
INV000340,S003,P010,Ice Cream Mix,RAW_MATERIAL,2024-10-25,159,liters,73,352,3.6,NORMAL,20
INV000341,S003,P011,Packaging Boxes,PACKAGING,2024-10-25,254,units,111,536,3.8,NORMAL,0.8
INV000342,S003,P012,Paper Cups,PACKAGING,2024-10-25,314,units,117,561,4.5,NORMAL,0.15
INV000343,S003,P013,Plastic Cutlery Sets,PACKAGING,2024-10-25,187,units,62,301,5.0,NORMAL,0.1
INV000344,S003,P014,Napkins,PACKAGING,2024-10-25,194,packs,87,421,3.7,NORMAL,2.5
INV000345,S003,P015,Ketchup Sachets,CONDIMENTS,2024-10-25,167,units,72,349,3.8,NORMAL,0.05
INV000346,S004,P001,Beef Burger Patty,RAW_MATERIAL,2024-10-25,307,kg,118,709,4.3,NORMAL,15
INV000347,S004,P002,Chicken Breast,RAW_MATERIAL,2024-10-25,220,kg,55,334,6.6,NORMAL,12
INV000348,S004,P003,Burger Buns,RAW_MATERIAL,2024-10-25,346,units,120,724,4.8,NORMAL,0.5
INV000349,S004,P004,French Fries,RAW_MATERIAL,2024-10-25,225,kg,66,396,5.7,NORMAL,8
INV000350,S004,P005,Lettuce,RAW_MATERIAL,2024-10-25,289,kg,112,676,4.3,NORMAL,5
INV000351,S004,P006,Tomatoes,RAW_MATERIAL,2024-10-25,170,kg,51,309,5.5,NORMAL,4
INV000352,S004,P007,Cheese Slices,RAW_MATERIAL,2024-10-25,348,units,110,660,5.3,NORMAL,0.3
INV000353,S004,P008,Soft Drink Syrup,RAW_MATERIAL,2024-10-25,251,liters,93,561,4.5,NORMAL,25
INV000354,S004,P009,Cooking Oil,RAW_MATERIAL,2024-10-25,158,liters,56,339,4.7,NORMAL,18
INV000355,S004,P010,Ice Cream Mix,RAW_MATERIAL,2024-10-25,286,liters,111,666,4.3,NORMAL,20
INV000356,S004,P011,Packaging Boxes,PACKAGING,2024-10-25,177,units,58,349,5.1,NORMAL,0.8
INV000357,S004,P012,Paper Cups,PACKAGING,2024-10-25,196,units,59,355,5.5,NORMAL,0.15
INV000358,S004,P013,Plastic Cutlery Sets,PACKAGING,2024-10-25,149,units,56,340,4.4,NORMAL,0.1
INV000359,S004,P014,Napkins,PACKAGING,2024-10-25,478,packs,122,732,6.5,NORMAL,2.5
INV000360,S004,P015,Ketchup Sachets,CONDIMENTS,2024-10-25,242,units,60,364,6.6,NORMAL,0.05
INV000361,S005,P001,Beef Burger Patty,RAW_MATERIAL,2024-10-25,256,kg,65,468,6.6,NORMAL,15
INV000362,S005,P002,Chicken Breast,RAW_MATERIAL,2024-10-25,417,kg,103,743,6.7,NORMAL,12
INV000363,S005,P003,Burger Buns,RAW_MATERIAL,2024-10-25,344,units,78,567,7.3,NORMAL,0.5
INV000364,S005,P004,French Fries,RAW_MATERIAL,2024-10-25,368,kg,98,709,6.2,NORMAL,8
INV000365,S005,P005,Lettuce,RAW_MATERIAL,2024-10-25,367,kg,106,766,5.7,NORMAL,5
INV000366,S005,P006,Tomatoes,RAW_MATERIAL,2024-10-25,363,kg,104,754,5.8,NORMAL,4
INV000367,S005,P007,Cheese Slices,RAW_MATERIAL,2024-10-25,232,units,57,414,6.7,NORMAL,0.3
INV000368,S005,P008,Soft Drink Syrup,RAW_MATERIAL,2024-10-25,293,liters,62,450,7.8,NORMAL,25
INV000369,S005,P009,Cooking Oil,RAW_MATERIAL,2024-10-25,312,liters,76,550,6.8,NORMAL,18
INV000370,S005,P010,Ice Cream Mix,RAW_MATERIAL,2024-10-25,347,liters,83,603,6.9,NORMAL,20
INV000371,S005,P011,Packaging Boxes,PACKAGING,2024-10-25,233,units,70,504,5.5,NORMAL,0.8
INV000372,S005,P012,Paper Cups,PACKAGING,2024-10-25,364,units,120,867,5.0,NORMAL,0.15
INV000373,S005,P013,Plastic Cutlery Sets,PACKAGING,2024-10-25,184,units,50,361,6.1,NORMAL,0.1
INV000374,S005,P014,Napkins,PACKAGING,2024-10-25,378,packs,110,792,5.7,NORMAL,2.5
INV000375,S005,P015,Ketchup Sachets,CONDIMENTS,2024-10-25,272,units,79,572,5.7,NORMAL,0.05
INV000376,S001,P001,Beef Burger Patty,RAW_MATERIAL,2024-10-31,272,kg,86,464,5.3,NORMAL,15
INV000377,S001,P002,Chicken Breast,RAW_MATERIAL,2024-10-31,244,kg,108,583,3.8,NORMAL,12
INV000378,S001,P003,Burger Buns,RAW_MATERIAL,2024-10-31,278,units,79,430,5.8,NORMAL,0.5
INV000379,S001,P004,French Fries,RAW_MATERIAL,2024-10-31,208,kg,75,406,4.6,NORMAL,8
INV000380,S001,P005,Lettuce,RAW_MATERIAL,2024-10-31,296,kg,119,645,4.1,NORMAL,5
INV000381,S001,P006,Tomatoes,RAW_MATERIAL,2024-10-31,239,kg,69,372,5.8,NORMAL,4
INV000382,S001,P007,Cheese Slices,RAW_MATERIAL,2024-10-31,153,units,68,367,3.8,NORMAL,0.3
INV000383,S001,P008,Soft Drink Syrup,RAW_MATERIAL,2024-10-31,234,liters,71,383,5.5,NORMAL,25
INV000384,S001,P009,Cooking Oil,RAW_MATERIAL,2024-10-31,427,liters,122,662,5.8,NORMAL,18
INV000385,S001,P010,Ice Cream Mix,RAW_MATERIAL,2024-10-31,247,liters,106,572,3.9,NORMAL,20
INV000386,S001,P011,Packaging Boxes,PACKAGING,2024-10-31,281,units,88,479,5.3,NORMAL,0.8
INV000387,S001,P012,Paper Cups,PACKAGING,2024-10-31,244,units,84,457,4.8,NORMAL,0.15
INV000388,S001,P013,Plastic Cutlery Sets,PACKAGING,2024-10-31,315,units,113,610,4.6,NORMAL,0.1
INV000389,S001,P014,Napkins,PACKAGING,2024-10-31,189,packs,55,297,5.7,NORMAL,2.5
INV000390,S001,P015,Ketchup Sachets,CONDIMENTS,2024-10-31,276,units,91,492,5.0,NORMAL,0.05
INV000391,S002,P001,Beef Burger Patty,RAW_MATERIAL,2024-10-31,149,kg,53,351,4.7,NORMAL,15
INV000392,S002,P002,Chicken Breast,RAW_MATERIAL,2024-10-31,453,kg,123,815,6.1,NORMAL,12
INV000393,S002,P003,Burger Buns,RAW_MATERIAL,2024-10-31,230,units,52,346,7.3,NORMAL,0.5
INV000394,S002,P004,French Fries,RAW_MATERIAL,2024-10-31,307,kg,84,556,6.1,NORMAL,8
INV000395,S002,P005,Lettuce,RAW_MATERIAL,2024-10-31,250,kg,72,476,5.8,NORMAL,5
INV000396,S002,P006,Tomatoes,RAW_MATERIAL,2024-10-31,452,kg,106,702,7.1,NORMAL,4
INV000397,S002,P007,Cheese Slices,RAW_MATERIAL,2024-10-31,320,units,73,481,7.3,NORMAL,0.3
INV000398,S002,P008,Soft Drink Syrup,RAW_MATERIAL,2024-10-31,397,liters,105,697,6.3,NORMAL,25
INV000399,S002,P009,Cooking Oil,RAW_MATERIAL,2024-10-31,489,liters,112,744,7.2,NORMAL,18
INV000400,S002,P010,Ice Cream Mix,RAW_MATERIAL,2024-10-31,357,liters,110,726,5.4,NORMAL,20
INV000401,S002,P011,Packaging Boxes,PACKAGING,2024-10-31,296,units,92,610,5.3,NORMAL,0.8
INV000402,S002,P012,Paper Cups,PACKAGING,2024-10-31,262,units,63,417,6.9,NORMAL,0.15
INV000403,S002,P013,Plastic Cutlery Sets,PACKAGING,2024-10-31,309,units,92,607,5.6,NORMAL,0.1
INV000404,S002,P014,Napkins,PACKAGING,2024-10-31,356,packs,113,747,5.2,NORMAL,2.5
INV000405,S002,P015,Ketchup Sachets,CONDIMENTS,2024-10-31,412,units,101,668,6.8,NORMAL,0.05
INV000406,S003,P001,Beef Burger Patty,RAW_MATERIAL,2024-10-31,236,kg,120,577,3.3,NORMAL,15
INV000407,S003,P002,Chicken Breast,RAW_MATERIAL,2024-10-31,142,kg,61,294,3.9,NORMAL,12
INV000408,S003,P003,Burger Buns,RAW_MATERIAL,2024-10-31,188,units,91,438,3.4,NORMAL,0.5
INV000409,S003,P004,French Fries,RAW_MATERIAL,2024-10-31,307,kg,101,487,5.0,NORMAL,8
INV000410,S003,P005,Lettuce,RAW_MATERIAL,2024-10-31,138,kg,50,240,4.6,NORMAL,5
INV000411,S003,P006,Tomatoes,RAW_MATERIAL,2024-10-31,299,kg,119,572,4.2,NORMAL,4
INV000412,S003,P007,Cheese Slices,RAW_MATERIAL,2024-10-31,122,units,56,272,3.6,NORMAL,0.3
INV000413,S003,P008,Soft Drink Syrup,RAW_MATERIAL,2024-10-31,261,liters,96,462,4.5,NORMAL,25
INV000414,S003,P009,Cooking Oil,RAW_MATERIAL,2024-10-31,309,liters,113,546,4.5,NORMAL,18
INV000415,S003,P010,Ice Cream Mix,RAW_MATERIAL,2024-10-31,123,liters,56,271,3.6,NORMAL,20
INV000416,S003,P011,Packaging Boxes,PACKAGING,2024-10-31,251,units,120,577,3.5,NORMAL,0.8
INV000417,S003,P012,Paper Cups,PACKAGING,2024-10-31,215,units,86,416,4.1,NORMAL,0.15
INV000418,S003,P013,Plastic Cutlery Sets,PACKAGING,2024-10-31,232,units,112,537,3.5,NORMAL,0.1
INV000419,S003,P014,Napkins,PACKAGING,2024-10-31,227,packs,80,386,4.7,NORMAL,2.5
INV000420,S003,P015,Ketchup Sachets,CONDIMENTS,2024-10-31,235,units,89,430,4.4,NORMAL,0.05
INV000421,S004,P001,Beef Burger Patty,RAW_MATERIAL,2024-10-31,367,kg,120,723,5.1,NORMAL,15
INV000422,S004,P002,Chicken Breast,RAW_MATERIAL,2024-10-31,314,kg,78,472,6.6,NORMAL,12
INV000423,S004,P003,Burger Buns,RAW_MATERIAL,2024-10-31,202,units,64,387,5.2,NORMAL,0.5
INV000424,S004,P004,French Fries,RAW_MATERIAL,2024-10-31,223,kg,65,390,5.7,NORMAL,8
INV000425,S004,P005,Lettuce,RAW_MATERIAL,2024-10-31,222,kg,69,417,5.3,NORMAL,5
INV000426,S004,P006,Tomatoes,RAW_MATERIAL,2024-10-31,280,kg,87,523,5.3,NORMAL,4
INV000427,S004,P007,Cheese Slices,RAW_MATERIAL,2024-10-31,259,units,84,508,5.1,NORMAL,0.3
INV000428,S004,P008,Soft Drink Syrup,RAW_MATERIAL,2024-10-31,443,liters,111,670,6.6,NORMAL,25
INV000429,S004,P009,Cooking Oil,RAW_MATERIAL,2024-10-31,253,liters,81,486,5.2,NORMAL,18
INV000430,S004,P010,Ice Cream Mix,RAW_MATERIAL,2024-10-31,206,liters,68,411,5.0,NORMAL,20
INV000431,S004,P011,Packaging Boxes,PACKAGING,2024-10-31,413,units,115,690,6.0,NORMAL,0.8
INV000432,S004,P012,Paper Cups,PACKAGING,2024-10-31,254,units,67,403,6.3,NORMAL,0.15
INV000433,S004,P013,Plastic Cutlery Sets,PACKAGING,2024-10-31,309,units,85,511,6.0,NORMAL,0.1
INV000434,S004,P014,Napkins,PACKAGING,2024-10-31,303,packs,103,618,4.9,NORMAL,2.5
INV000435,S004,P015,Ketchup Sachets,CONDIMENTS,2024-10-31,324,units,114,688,4.7,NORMAL,0.05
INV000436,S005,P001,Beef Burger Patty,RAW_MATERIAL,2024-10-31,172,kg,50,361,5.7,NORMAL,15
INV000437,S005,P002,Chicken Breast,RAW_MATERIAL,2024-10-31,394,kg,88,633,7.5,NORMAL,12
INV000438,S005,P003,Burger Buns,RAW_MATERIAL,2024-10-31,594,units,124,892,8.0,NORMAL,0.5
INV000439,S005,P004,French Fries,RAW_MATERIAL,2024-10-31,510,kg,112,810,7.6,NORMAL,8
INV000440,S005,P005,Lettuce,RAW_MATERIAL,2024-10-31,418,kg,107,770,6.5,NORMAL,5
INV000441,S005,P006,Tomatoes,RAW_MATERIAL,2024-10-31,330,kg,94,676,5.9,NORMAL,4
INV000442,S005,P007,Cheese Slices,RAW_MATERIAL,2024-10-31,430,units,119,860,6.0,NORMAL,0.3
INV000443,S005,P008,Soft Drink Syrup,RAW_MATERIAL,2024-10-31,414,liters,91,655,7.6,NORMAL,25
INV000444,S005,P009,Cooking Oil,RAW_MATERIAL,2024-10-31,320,liters,80,579,6.6,NORMAL,18
INV000445,S005,P010,Ice Cream Mix,RAW_MATERIAL,2024-10-31,360,liters,79,574,7.5,NORMAL,20
INV000446,S005,P011,Packaging Boxes,PACKAGING,2024-10-31,303,units,102,738,4.9,NORMAL,0.8
INV000447,S005,P012,Paper Cups,PACKAGING,2024-10-31,467,units,110,795,7.0,NORMAL,0.15
INV000448,S005,P013,Plastic Cutlery Sets,PACKAGING,2024-10-31,357,units,98,711,6.0,NORMAL,0.1
INV000449,S005,P014,Napkins,PACKAGING,2024-10-31,265,packs,69,498,6.4,NORMAL,2.5
INV000450,S005,P015,Ketchup Sachets,CONDIMENTS,2024-10-31,170,units,54,392,5.2,NORMAL,0.05
INV000451,S001,P001,Beef Burger Patty,RAW_MATERIAL,2024-11-06,314,kg,92,498,5.7,NORMAL,15
INV000452,S001,P002,Chicken Breast,RAW_MATERIAL,2024-11-06,244,kg,106,573,3.8,NORMAL,12
INV000453,S001,P003,Burger Buns,RAW_MATERIAL,2024-11-06,236,units,108,584,3.6,NORMAL,0.5
INV000454,S001,P004,French Fries,RAW_MATERIAL,2024-11-06,187,kg,68,368,4.6,NORMAL,8
INV000455,S001,P005,Lettuce,RAW_MATERIAL,2024-11-06,158,kg,69,376,3.8,NORMAL,5
INV000456,S001,P006,Tomatoes,RAW_MATERIAL,2024-11-06,221,kg,83,452,4.4,NORMAL,4
INV000457,S001,P007,Cheese Slices,RAW_MATERIAL,2024-11-06,311,units,100,544,5.1,NORMAL,0.3
INV000458,S001,P008,Soft Drink Syrup,RAW_MATERIAL,2024-11-06,311,liters,92,496,5.6,NORMAL,25
INV000459,S001,P009,Cooking Oil,RAW_MATERIAL,2024-11-06,320,liters,118,638,4.5,NORMAL,18
INV000460,S001,P010,Ice Cream Mix,RAW_MATERIAL,2024-11-06,277,liters,90,488,5.1,NORMAL,20
INV000461,S001,P011,Packaging Boxes,PACKAGING,2024-11-06,383,units,112,606,5.7,NORMAL,0.8
INV000462,S001,P012,Paper Cups,PACKAGING,2024-11-06,166,units,54,294,5.1,NORMAL,0.15
INV000463,S001,P013,Plastic Cutlery Sets,PACKAGING,2024-11-06,245,units,80,432,5.1,NORMAL,0.1
INV000464,S001,P014,Napkins,PACKAGING,2024-11-06,311,packs,86,468,6.0,NORMAL,2.5
INV000465,S001,P015,Ketchup Sachets,CONDIMENTS,2024-11-06,171,units,61,332,4.6,NORMAL,0.05
INV000466,S002,P001,Beef Burger Patty,RAW_MATERIAL,2024-11-06,248,kg,62,412,6.6,NORMAL,15
INV000467,S002,P002,Chicken Breast,RAW_MATERIAL,2024-11-06,214,kg,62,414,5.7,NORMAL,12
INV000468,S002,P003,Burger Buns,RAW_MATERIAL,2024-11-06,373,units,88,582,7.0,NORMAL,0.5
INV000469,S002,P004,French Fries,RAW_MATERIAL,2024-11-06,179,kg,55,367,5.4,NORMAL,8
INV000470,S002,P005,Lettuce,RAW_MATERIAL,2024-11-06,179,kg,57,376,5.2,NORMAL,5
INV000471,S002,P006,Tomatoes,RAW_MATERIAL,2024-11-06,332,kg,97,645,5.7,NORMAL,4
INV000472,S002,P007,Cheese Slices,RAW_MATERIAL,2024-11-06,290,units,81,536,5.9,NORMAL,0.3
INV000473,S002,P008,Soft Drink Syrup,RAW_MATERIAL,2024-11-06,469,liters,122,806,6.4,NORMAL,25
INV000474,S002,P009,Cooking Oil,RAW_MATERIAL,2024-11-06,214,liters,73,481,4.9,NORMAL,18
INV000475,S002,P010,Ice Cream Mix,RAW_MATERIAL,2024-11-06,222,liters,60,396,6.2,NORMAL,20
INV000476,S002,P011,Packaging Boxes,PACKAGING,2024-11-06,368,units,98,651,6.2,NORMAL,0.8
INV000477,S002,P012,Paper Cups,PACKAGING,2024-11-06,283,units,80,532,5.8,NORMAL,0.15
INV000478,S002,P013,Plastic Cutlery Sets,PACKAGING,2024-11-06,360,units,124,821,4.8,NORMAL,0.1
INV000479,S002,P014,Napkins,PACKAGING,2024-11-06,410,packs,109,719,6.3,NORMAL,2.5
INV000480,S002,P015,Ketchup Sachets,CONDIMENTS,2024-11-06,335,units,108,717,5.1,NORMAL,0.05
INV000481,S003,P001,Beef Burger Patty,RAW_MATERIAL,2024-11-06,156,kg,51,244,5.1,NORMAL,15
